rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
12,FFT,float32,128,128,128,4,4,NCCL,2,0.2635671220000404
2,FFT,float32,128,128,128,4,4,NCCL,2,0.3329290160002074
13,FFT,float32,128,128,128,4,4,NCCL,2,0.2634570360000907
3,FFT,float32,128,128,128,4,4,NCCL,2,0.3328774400001748
1,FFT,float32,128,128,128,4,4,NCCL,2,0.3328143829999135
5,FFT,float32,128,128,128,4,4,NCCL,2,0.0006706750000375
6,FFT,float32,128,128,128,4,4,NCCL,2,0.000659073999941
4,FFT,float32,128,128,128,4,4,NCCL,2,0.0006543550000515
7,FFT,float32,128,128,128,4,4,NCCL,2,0.0005589680001776
0,FFT,float32,128,128,128,4,4,NCCL,2,0.3327584899998328
5,IFFT,float32,128,128,128,4,4,NCCL,2,0.0014165000000048
7,IFFT,float32,128,128,128,4,4,NCCL,2,0.0008948220001911
4,IFFT,float32,128,128,128,4,4,NCCL,2,0.0013947610000286
1,IFFT,float32,128,128,128,4,4,NCCL,2,0.0010038649998023
6,IFFT,float32,128,128,128,4,4,NCCL,2,0.0013480539998909
3,IFFT,float32,128,128,128,4,4,NCCL,2,0.0006530029997975
2,IFFT,float32,128,128,128,4,4,NCCL,2,0.0010212970000793
0,IFFT,float32,128,128,128,4,4,NCCL,2,0.0011019060000307
8,IFFT,float32,128,128,128,4,4,NCCL,2,0.0011111080000318
13,IFFT,float32,128,128,128,4,4,NCCL,2,0.0011387789998025
12,IFFT,float32,128,128,128,4,4,NCCL,2,0.0011737540000922
14,IFFT,float32,128,128,128,4,4,NCCL,2,0.0013556619999235
10,IFFT,float32,128,128,128,4,4,NCCL,2,0.0013444820001495
9,IFFT,float32,128,128,128,4,4,NCCL,2,0.0011315650001506
11,IFFT,float32,128,128,128,4,4,NCCL,2,0.0007539329999417
15,IFFT,float32,128,128,128,4,4,NCCL,2,0.0007911520001471
14,FFT,float32,128,128,128,2,8,NCCL,2,0.1791138500000215
11,FFT,float32,128,128,128,2,8,NCCL,2,0.1792902479999156
8,FFT,float32,128,128,128,2,8,NCCL,2,0.1790888840000661
12,FFT,float32,128,128,128,2,8,NCCL,2,0.1792495020001752
15,FFT,float32,128,128,128,2,8,NCCL,2,0.1791146619998471
6,FFT,float32,128,128,128,2,8,NCCL,2,0.0006730400000378
13,FFT,float32,128,128,128,2,8,NCCL,2,0.1790743770000062
10,FFT,float32,128,128,128,2,8,NCCL,2,0.179261864999944
9,FFT,float32,128,128,128,2,8,NCCL,2,0.1789027669999541
5,FFT,float32,128,128,128,2,8,NCCL,2,0.0004958109998369
7,FFT,float32,128,128,128,2,8,NCCL,2,0.0006788410000808
3,FFT,float32,128,128,128,2,8,NCCL,2,0.0005294730001423
1,FFT,float32,128,128,128,2,8,NCCL,2,0.0009154909998869
4,FFT,float32,128,128,128,2,8,NCCL,2,0.0006366029999753
0,FFT,float32,128,128,128,2,8,NCCL,2,0.0007912689998192
2,FFT,float32,128,128,128,2,8,NCCL,2,0.0008204939999814
9,IFFT,float32,128,128,128,2,8,NCCL,2,0.0012265130001196
15,IFFT,float32,128,128,128,2,8,NCCL,2,0.0014071680000142
13,IFFT,float32,128,128,128,2,8,NCCL,2,0.0009795629998734
11,IFFT,float32,128,128,128,2,8,NCCL,2,0.0012795309999091
12,IFFT,float32,128,128,128,2,8,NCCL,2,0.000732002000177
10,IFFT,float32,128,128,128,2,8,NCCL,2,0.001273559999845
14,IFFT,float32,128,128,128,2,8,NCCL,2,0.0012576299998272
8,IFFT,float32,128,128,128,2,8,NCCL,2,0.0012551849999908
0,IFFT,float32,128,128,128,2,8,NCCL,2,0.0010401120000551
1,IFFT,float32,128,128,128,2,8,NCCL,2,0.0009084579999125
